CandID,site
261379,UNC
427265,UNC
266394,UNC
266394,UNC
266394,UNC
266394,UNC
943289,UNC
137012,UNC
137012,UNC
137012,UNC
417855,UNC
355327,UNC
841279,UNC
841279,UNC
841279,UNC
46475,UNC
757282,UNC
607764,UNC
607764,UNC
607764,UNC
607764,UNC
892320,UNC
518139,UNC
518139,UNC
518139,UNC
518139,UNC
518139,UNC
518139,UNC
759641,UNC
525955,UNC
525955,UNC
525955,UNC
525955,UNC
525955,UNC
525955,UNC
326170,UNC
110006,UNC
36831,UNC
36831,UNC
36831,UNC
421109,UNC
421109,UNC
421109,UNC
421109,UNC
679040,UNC
382287,UNC
382287,UNC
382287,UNC
382287,UNC
382287,UNC
761480,UNC
431010,UNC
334634,UNC
912823,UNC
912823,UNC
912823,UNC
116769,UNC
52977,UNC
52977,UNC
52977,UNC
52977,UNC
52977,UNC
52977,UNC
968715,UNC
805086,UNC
106436,UNC
106436,UNC
67688,UNC
624802,UNC
960875,UNC
917872,UNC
917872,UNC
197622,UNC
197622,UNC
197622,UNC
197622,UNC
197622,UNC
829814,UNC
158643,UNC
2081,UNC
2081,UNC
2081,UNC
2081,UNC
968242,UNC
529587,UNC
868724,UNC
868724,UNC
868724,UNC
868724,UNC
868724,UNC
868724,UNC
419491,UNC
774387,UNC
774387,UNC
774387,UNC
145776,UNC
963376,UNC
412584,UNC
412584,UNC
945369,UNC
945369,UNC
945369,UNC
945369,UNC
354404,UNC
354404,UNC
354404,UNC
354404,UNC
354404,UNC
576112,UNC
576112,UNC
576112,UNC
576112,UNC
314462,UNC
314462,UNC
395568,UNC
395568,UNC
395568,UNC
395568,UNC
395568,UNC
395568,UNC
412386,UNC
950202,UNC
575848,UNC
774004,UNC
774004,UNC
774004,UNC
572158,UNC
627915,UNC
627915,UNC
470794,UNC
200474,UNC
200474,UNC
200474,UNC
200474,UNC
200474,UNC
200474,UNC
857781,UNC
269462,UNC
515697,UNC
515697,UNC
495169,UNC
960758,UNC
960758,UNC
960758,UNC
960758,UNC
960758,UNC
960758,UNC
960758,UNC
799931,UNC
799931,UNC
799931,UNC
509659,UNC
509659,UNC
156965,UNC
864268,UNC
864268,UNC
864268,UNC
11228,UNC
11228,UNC
11228,UNC
11228,UNC
11228,UNC
11228,UNC
181265,UNC
216852,UNC
216852,UNC
216852,UNC
216852,UNC
661182,UNC
661182,UNC
975713,UNC
664313,UNC
664313,UNC
664313,UNC
664313,UNC
664313,UNC
664313,UNC
352969,UNC
788132,UNC
788132,UNC
788132,UNC
788132,UNC
788132,UNC
509669,UNC
931085,UNC
546401,UNC
900077,UNC
223244,UNC
223244,UNC
223244,UNC
223244,UNC
223244,UNC
223244,UNC
223244,UNC
223244,UNC
340751,UNC
598861,UNC
505525,UNC
505525,UNC
505525,UNC
505525,UNC
505525,UNC
505525,UNC
505525,UNC
505525,UNC
505525,UNC
595106,UNC
649822,UNC
649822,UNC
649822,UNC
340476,UNC
340476,UNC
340476,UNC
340476,UNC
340476,UNC
340476,UNC
340476,UNC
886496,UNC
732627,UNC
732627,UNC
732627,UNC
418793,UNC
418793,UNC
418793,UNC
418793,UNC
418793,UNC
418793,UNC
418793,UNC
332726,UNC
503304,UNC
562893,UNC
789127,UNC
998606,UNC
148796,UNC
148796,UNC
148796,UNC
556851,UNC
911829,UNC
911829,UNC
911829,UNC
911829,UNC
911829,UNC
155866,UNC
713347,UNC
713347,UNC
713347,UNC
713347,UNC
713347,UNC
713347,UNC
713347,UNC
713347,UNC
713347,UNC
148322,UNC
557468,UNC
772313,UNC
924246,UNC
945890,UNC
151307,UNC
448648,UNC
931594,UNC
655107,UNC
610193,UNC
51407,UNC
51407,UNC
51407,UNC
51407,UNC
51407,UNC
51407,UNC
730727,UNC
322225,UNC
125105,UNC
364820,UNC
952246,UNC
548074,UNC
62519,UNC
62519,UNC
62519,UNC
62519,UNC
999647,UNC
999647,UNC
838881,UNC
791621,UNC
791621,UNC
791621,UNC
16070,UNC
89476,UNC
146505,UNC
146505,UNC
146505,UNC
523054,UNC
523054,UNC
523054,UNC
979037,UNC
433089,UNC
433089,UNC
901945,UNC
605985,UNC
605985,UNC
605985,UNC
605985,UNC
605985,UNC
791410,UNC
131198,UNC
832130,UNC
244734,UNC
244734,UNC
149292,UNC
793775,UNC
793775,UNC
793775,UNC
946858,UNC
946858,UNC
643048,UNC
764726,UNC
764726,UNC
304436,UNC
657965,UNC
657965,UNC
657965,UNC
657965,UNC
657965,UNC
657965,UNC
510127,UNC
300801,UNC
779604,UNC
779604,UNC
779604,UNC
779604,UNC
779604,UNC
779604,UNC
548254,UNC
555704,UNC
393,UNC
393,UNC
393,UNC
393,UNC
135158,UNC
269246,UNC
273929,UNC
273929,UNC
395473,UNC
776004,UNC
164147,UNC
731890,UNC
731890,UNC
475051,UNC
456863,UNC
800148,UNC
800148,UNC
128359,UNC
536428,UNC
536428,UNC
536428,UNC
536428,UNC
920998,UNC
908754,UNC
908754,UNC
908754,UNC
579910,UNC
441668,UNC
441668,UNC
603933,UNC
106865,UNC
988938,UNC
988938,UNC
988938,UNC
877010,UNC
161437,UNC
161437,UNC
161437,UNC
161437,UNC
203460,UNC
690434,UNC
690434,UNC
182746,UNC
182746,UNC
251240,UNC
283899,UNC
283899,UNC
789149,UNC
241905,UNC
580160,UNC
777598,UNC
777598,UNC
313749,UNC
155416,UNC
155416,UNC
184285,UNC
564264,UNC
952228,UNC
512716,UNC
512716,UNC
965012,UNC
522909,UNC
601576,UNC
731478,UNC
731478,UNC
731478,UNC
392476,UNC
382856,UNC
382856,UNC
382856,UNC
259049,UNC
801598,UNC
801598,UNC
521730,UNC
772444,UNC
761160,UNC
116144,UNC
331800,UNC
936331,UNC
336902,UNC
683168,UNC
641138,UNC
811373,UNC
616202,UNC
865738,UNC
558421,UNC
942318,UNC
444330,UNC
488168,UNC
659416,UNC
734306,UNC
734306,UNC
185975,UNC
