1	12	0	0.13953488372093	0.142857142857143	0.111111111111111	0.0147058823529412	0	0	0	0	0.0689655172413793	0.04	0.00970873786407767	0	0	0	0	0	0	0	1	-1	1	-1	14.3
2	12	0	0.0697674418604651	0.142857142857143	0.111111111111111	0.0294117647058824	0	0.037037037037037	0.06	0	0	0.04	0	0	0	0	0	0	0	0	1	-1	1	-1	12
2	15	0	0.186046511627907	0.142857142857143	0.111111111111111	0.0294117647058824	0.0714285714285714	0.037037037037037	0.1	0.0303030303030303	0.103448275862069	0.2	0.0194174757281553	0	0	0	0	0	0	0	1	-1	1	-1	15.3
3	13	0	0.0465116279069768	0.142857142857143	0.0555555555555556	0.0147058823529412	0	0	0	0	0	0	0.00970873786407767	0	0	0	0	0	0	0	-1	1	1	-1	14.8
4	12	0	0	0	0	0	0	0	0	0	0.0344827586206897	0.04	0	0	0	0	0	0	0	0	-1	1	1	-1	12.4
4	15	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0.00970873786407767	0	0	0	0	0	0	0	-1	1	1	-1	16.5
5	14	0	0.116279069767442	0.285714285714286	0.111111111111111	0	0	0	0.02	0	0.0344827586206897	0.04	0.0970873786407767	0	0	0.142857142857143	0	0	0	0	-1	1	1	-1	14.3
5	17	0	0.27906976744186	0.428571428571429	0.277777777777778	0.0882352941176471	0.0357142857142857	0.111111111111111	0.14	0.0909090909090909	0.172413793103448	0.32	0.213592233009709	0.126984126984127	0	0.285714285714286	0.0769230769230769	0.0588235294117647	0.0476190476190476	0	-1	1	1	-1	17.5
6	12	0	0	0	0	0	0	0	0	0	0	0	0.00970873786407767	0	0	0	0	0	0	0	-1	1	1	-1	13.4
7	17	0	0.0465116279069768	0.0714285714285714	0.222222222222222	0	0	0	0	0	0.0344827586206897	0	0.029126213592233	0	0	0	0	0	0	0	-1	-1	1	-1	17.4
7	23	0.916666666666667	0.697674418604651	0.642857142857143	0.444444444444444	0.426470588235294	0.642857142857143	0.740740740740741	0.58	0.666666666666667	0.586206896551724	0.64	0.485436893203884	0.53968253968254	0.4	0.714285714285714	0.384615384615385	0.352941176470588	0.0952380952380952	0	-1	-1	1	-1	23.6
8	19	0.0833333333333333	0.0930232558139535	0.285714285714286	0.0555555555555556	0.0441176470588235	0	0	0.06	0	0.0344827586206897	0.04	0.0388349514563107	0.0158730158730159	0	0	0.0769230769230769	0	0	0	1	1	1	-1	18.7
9	12	0	0.0465116279069768	0	0.111111111111111	0	0	0	0.04	0.0303030303030303	0	0.04	0	0.0317460317460317	0	0	0	0	0	0	-1	1	1	-1	12.2
9	18	0.25	0.348837209302326	0.5	0.222222222222222	0.176470588235294	0.178571428571429	0.407407407407407	0.34	0.242424242424242	0.275862068965517	0.36	0.300970873786408	0.285714285714286	0.28	0.571428571428571	0.230769230769231	0.235294117647059	0.0476190476190476	0	-1	1	1	-1	18.1
10	12	0	0	0.0714285714285714	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	13.3
10	15	0	0.0930232558139535	0	0.166666666666667	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0	-1	1	1	-1	16.6
11	19	0	0.13953488372093	0.357142857142857	0.166666666666667	0.0147058823529412	0.0357142857142857	0.037037037037037	0.02	0.0303030303030303	0	0.08	0.12621359223301	0.0158730158730159	0.04	0.142857142857143	0	0.0588235294117647	0	0	-1	-1	1	-1	19.1
12	17	0	0.0697674418604651	0.428571428571429	0.222222222222222	0.0147058823529412	0	0.037037037037037	0.02	0.121212121212121	0.310344827586207	0.16	0.0776699029126214	0.0476190476190476	0	0	0	0	0	0	-1	1	1	-1	17.8
13	12	0	0.0930232558139535	0	0.111111111111111	0	0	0	0.02	0	0	0.04	0.0194174757281553	0	0	0	0	0	0	0	1	1	1	-1	14.7
14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	-1	12.9
14	18	0	0.0930232558139535	0	0.0555555555555556	0	0	0	0	0	0.103448275862069	0.16	0.058252427184466	0.0158730158730159	0	0	0	0	0	0	1	1	1	-1	18.2
14	24	1	0.604651162790698	0.5	0.388888888888889	0.382352941176471	0.607142857142857	0.444444444444444	0.42	0.515151515151515	0.689655172413793	0.64	0.504854368932039	0.53968253968254	0.36	0.571428571428571	0.384615384615385	0.411764705882353	0.0952380952380952	0	1	1	1	-1	24.5
15	18	0	0	0.357142857142857	0.111111111111111	0	0	0	0	0	0.0344827586206897	0.04	0.0194174757281553	0	0	0	0	0	0	0	-1	1	1	-1	18
15	24	0	0.255813953488372	0.5	0.166666666666667	0.0882352941176471	0.214285714285714	0.222222222222222	0.24	0.0909090909090909	0.206896551724138	0.24	0.194174757281553	0.0476190476190476	0.04	0.142857142857143	0	0	0	0	-1	1	1	-1	24.1
16	19	0	0.13953488372093	0.142857142857143	0.111111111111111	0.0294117647058824	0	0.037037037037037	0.04	0	0.137931034482759	0.16	0.116504854368932	0.0634920634920635	0.08	0.142857142857143	0	0	0.0952380952380952	0	1	1	1	-1	19.2
17	13	0	0.0465116279069768	0	0.0555555555555556	0	0	0	0	0	0.0344827586206897	0.04	0	0	0	0.142857142857143	0	0	0	0	1	1	1	-1	13.9
17	18	0	0.0232558139534884	0	0.0555555555555556	0	0	0	0.02	0	0.0344827586206897	0.12	0.0485436893203884	0	0	0	0	0	0	0	1	1	1	-1	18.2
18	14	0	0.0465116279069768	0	0.111111111111111	0	0	0.037037037037037	0.02	0	0	0.04	0.0194174757281553	0	0	0	0	0	0	0	1	1	1	-1	15.2
18	18	0	0.0465116279069768	0.142857142857143	0.111111111111111	0	0	0.037037037037037	0	0	0.0344827586206897	0.04	0.029126213592233	0	0	0	0	0	0.0476190476190476	0	1	1	1	-1	18.1
18	24	0.166666666666667	0.255813953488372	0.428571428571429	0.222222222222222	0.0441176470588235	0.214285714285714	0.0740740740740741	0.22	0.151515151515152	0.206896551724138	0.36	0.271844660194175	0.158730158730159	0.08	0.142857142857143	0.153846153846154	0	0.0952380952380952	0	1	1	1	-1	24.7
19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	-1	12.7
19	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	-1	15.4
20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	-1	12.9
20	16	0	0.0465116279069768	0	0.0555555555555556	0.0147058823529412	0	0	0	0.0303030303030303	0	0.08	0.0194174757281553	0	0	0	0	0	0	0	1	1	1	-1	16.9
21	13	0	0.0465116279069768	0.0714285714285714	0.111111111111111	0	0	0.037037037037037	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	-1	13.8
21	18	0	0.0930232558139535	0.0714285714285714	0.0555555555555556	0.0147058823529412	0	0	0	0	0.0689655172413793	0.12	0.0485436893203884	0.0158730158730159	0	0	0	0	0	0	1	1	1	-1	18.7
21	24	0.25	0.348837209302326	0.285714285714286	0.222222222222222	0.132352941176471	0.178571428571429	0.296296296296296	0.32	0.0909090909090909	0.482758620689655	0.52	0.427184466019417	0.26984126984127	0.2	0.428571428571429	0.307692307692308	0.176470588235294	0.0952380952380952	0	1	1	1	-1	24.7
22	12	0	0.0697674418604651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	-1	14.4
23	17	0	0.209302325581395	0.428571428571429	0.166666666666667	0.0588235294117647	0	0.037037037037037	0.04	0	0.0689655172413793	0.2	0.135922330097087	0.222222222222222	0	0	0.0769230769230769	0.0588235294117647	0.0476190476190476	0	-1	1	1	-1	17.9
